ref,domain,ar,tgt,tgt_lang,license
hadeethenc:4813,hadith,عن ابي ذر رضي الله عنه قال: قال النبي صلى الله عليه وسلم :«عرضت علي اعمال امتي، حسنها وسيئها فوجدت في محاسن اعمالها الاذى يماط عن الطريق، ووجدت في مساوئ اعمالها النخاعة تكون في المسجد لا تدفن».,"Dari Abu Żar -raḍiyallāhu 'anhu- secara marfū', (Nabi bersabda), ""Dibentangkan kepadaku amal-amal umatku. Yang baik dan buruk. Aku dapati pada kebaikan amal mereka menyingkirkan gangguan dari jalan, dan aku dapati dari keburukan amal mereka, dahak di masjid yang tidak ditimbun (dibersihkan).""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:58097,hadith,"عن جابر رضي الله عنه قال: ""كانت اليهود تقول: اذا جامعها من ورائها جاء الولد احول، فنزلت: {نساؤكم حرث لكم فاتوا حرثكم انى شئتم}، [البقرة: 223]"".","Dari Jabir -raḍiyallāhu 'anhu-, ia berkata, “Orang-orang Yahudi berkata, “Jika seseorang mendatangi istrinya dari arah belakang maka anaknya akan terlahir dengan mata juling.” Maka turunlah ayat: “Istri-istrimu adalah (seperti) tanah tempat kamu bercocok tanam, maka datangilah tanah tempat bercocok tanammu itu bagaimana saja kamu kehendaki!” (Al-Baqarah: 223).",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:58212,hadith,عن عبد الله بن عمرو رضي الله عنهما قال: قال رسول الله صلى الله عليه وسلم: «من تطبب، ولا يعلم منه طب، فهو ضامن»,"Dari Abdullah bin 'Amr -raḍiyallāhu 'anhumā-, ia berkata, ""Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, ""Siapa yang mengaku mengetahui ilmu kedokteran, padahal dia tidak memiliki ilmu kedokteran, maka dia bertanggung jawab (atas akibat perbuatannya).""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:2955,hadith,عن عائشة رضي الله عنها «ان قريشا اهمهم شان المخزومية التي سرقت، فقالوا: من يكلم فيها رسول الله صلى الله عليه وسلم ؟، فقالوا: ومن يجترئ عليه الا اسامة بن زيد حب رسول الله صلى الله عليه وسلم فكلمه اسامة، فقال: اتشفع في حد من حدود الله؟ ثم قام فاختطب، فقال: انما اهلك الذين من قبلكم انهم كانوا اذا سرق فيهم الشريف تركوه، واذا سرق فيهم الضعيف اقاموا عليه الحد، وايم الله: لو ان فاطمة بنت محمد سرقت لقطعت يدها». وفي لفظ «كانت امراة تستعير المتاع وتجحده، فامر النبي صلى الله عليه وسلم بقطع يدها».,"Dari Aisyah -raḍiyallāhu 'anhā-, bahwa orang-orang Quraisy dibuat risau oleh urusan seorang wanita dari kabilah Bani Makhzūm yang mencuri. Mereka berkata, “Siapa yang mau membicarakan urusan ini dengan Rasulullah -ṣallallāhu 'alaihi wa sallam-?”. Sebagian mereka berkata, “Siapa lagi yang berani melakukannya selain Usāmah bin Zaid, kesayangan Rasulullah -ṣallallāhu 'alaihi wa sallam-.” Maka Usamah berbicara dengan beliau, lalu beliau bersabda, “Apakah kamu akan memberikan syafaat (rekomendasi keringanan hukuman) terhadap orang yang melanggar salah satu hukum Allah?” Kemudian beliau berdiri dan berkhotbah seraya bersabda, “Sesungguhnya faktor yang membinasakan orang-orang sebelum kalian adalah karena jika ada orang terpandang di antara mereka mencuri, mereka membiarkannya, dan sekiranya yang mencuri itu orang lemah di antara mereka, maka mereka menegakkan hukuman atas dirinya. Demi Allah, sekiranya Fatimah binti Muhammad mencuri, niscaya kupotong tangannya.” Dalam redaksi lain disebutkan, “Dahulu ada seorang wanita meminjam barang, kemudian dia mengingkarinya. Lalu Nabi -ṣallallāhu 'alaihi wa sallam- memerintahkan supaya dipotong tangannya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4529,hadith,عن جابر رضي الله عنه قال: قدمنا مع رسول الله صلى الله عليه وسلم ، ونحن نقول: لبيك بالحج، فامرنا رسول الله صلى الله عليه وسلم فجعلناها عمرة.,"Dari Jābir -raḍiyallāhu 'anhu-, ia berkata, ""Kami datang bersama Rasulullah -ṣallallāhu 'alaihi wa sallam- sambil mengucapkan, ""Labbaika Bil Hajj"" (kami menyambut panggilan-Mu untuk berhaji). Lantas Rasulullah -ṣallallāhu 'alaihi wa sallam- memerintahkan kami, lalu kami pun merubah haji tersebut menjadi umrah.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:11278,hadith,عن جابر رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «من خاف ان لا يقوم من اخر الليل فليوتر اوله، ومن طمع ان يقوم اخره فليوتر اخر الليل، فان صلاة اخر الليل مشهودة، وذلك افضل».,"Dari Jābir -raḍiyallāhu 'anhu-, ia berkata, Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, “Siapa yang khawatir tidak bangun pada akhir malam, maka hendaklah dia salat witir pada awal malam, dan siapa yang merasa mampu untuk bangun pada akhir malam, maka hendaklah dia salat witir di akhir malam, karena salat di akhir malam itu disaksikan (oleh malaikat) dan hal itu lebih utama.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4928,hadith,عن ابي هريرة رضي الله عنه ان النبي صلى الله عليه وسلم قال: «لا يلدغ المؤمن من جحر واحد مرتين».,"Dari Abu Hurairah –raḍiyallāhu 'anhu- bahwa Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, “Apabila seseorang berkata, 'Celakalah manusia,' maka ia adalah orang yang paling celaka di antara mereka.”",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:66252,hadith,عن ابي الدرداء رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: «الا اخبركم بافضل من درجة الصيام والصلاة والصدقة؟» قالوا: بلى، قال: «صلاح ذات البين، فان فساد ذات البين هي الحالقة».,"Abu Ad-Dardā` -raḍiyallāhu 'anhu- meriwayatkan, Rasulullah ﷺ bersabda, ""Maukah kalian bila aku beritahukan tentang amalan yang lebih utama daripada derajat salat, puasa, dan sedekah?"" Para sahabat menjawab, ""Tentu."" Beliau bersabda, ""Mendamaikan orang-orang yang berseteru, karena rusaknya hubungan itu merupakan perusak (agama).""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4704,hadith,عن عبد الله بن عمر رضي الله عنهما قال: اخذ رسول الله صلى الله عليه وسلم بمنكبي، فقال: «كن في الدنيا كانك غريب او عابر سبيل»، وكان ابن عمر، يقول: اذا امسيت فلا تنتظر الصباح، واذا اصبحت فلا تنتظر المساء، وخذ من صحتك لمرضك، ومن حياتك لموتك.,"Abdullah bin Umar -raḍiyallāhu 'anhumā- meriwayatkan, Rasulullah ﷺ memegang pundakku seraya bersabda, ""Hiduplah di dunia ini seperti orang asing atau yang hanya lewat."" Ibnu Umar berkata, ""Ketika berada di sore hari, jangan tunggu waktu pagi. Ketika berada di pagi hari, jangan tunggu waktu sore. Manfaatkan masa sehatmu untuk masa sakitmu dan manfaatkan masa hidupmu untuk masa meninggalmu.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10033,hadith,عن ابي سعيد الخدري رضي الله عنه مرفوعا: «اذا اتى احدكم اهله ثم اراد ان يعود فليتوضا بينهما وضوءا». وفي رواية الحاكم: «فانه انشط للعود».,"Dari Abu Sa'īd Al-Khudrī -raḍiyallāhu 'anhu- secara marfū', “Jika salah seorang di antara kalian menggauli istrinya kemudian hendak mengulanginya lagi, maka ‎hendaklah berwudu di antara keduanya.‎” Dalam riwayat Al-Hakim disebutkan, “Karena wudu itu lebih memacu semangat untuk ‎mengulanginya lagi.”‎",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10881,hadith,عن انس بن مالك رضي الله عنه قال: كان قرام لعائشة سترت به جانب بيتها، فقال النبي صلى الله عليه وسلم : «اميطي عنا قرامك هذا، فانه لا تزال تصاويره تعرض في صلاتي».,"Dari Anas bin Malik -raḍiyallāhu 'anhu- ia berkata, Aisyah memiliki gorden yang dipakai untuk menutup jendela kamarnya. Maka Nabi -ṣallallāhu 'alaihi wa sallam- bersabda, ""Singkirkanlah gorden jendela ini dari kita, karena gambar-gambarnya selalu nampak dalam salatku.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:6186,hadith,عن انس رضي الله عنه قال: كان غلام يهودي يخدم النبي صلى الله عليه وسلم فمرض، فاتاه النبي صلى الله عليه وسلم يعوده، فقعد عند راسه، فقال له: «اسلم» فنظر الى ابيه وهو عنده؟، فقال: اطع ابا القاسم، فاسلم، فخرج النبي صلى الله عليه وسلم وهو يقول: «الحمد لله الذي انقذه من النار».,"Dari Anas -raḍiyallāhu 'anhu-, ia berkata, ""Ada seorang pemuda Yahudi yang biasa melayani Nabi -ṣallallāhu 'alaihi wa sallam-. Suatu ketika, ia jatuh sakit. Lantas Nabi -ṣallallāhu 'alaihi wa sallam- menjenguknya. Beliau duduk di sisi kepalanya lalu berkata kepadanya, ""Masuklah engkau ke dalam Islam!"" Pemuda itu memandang ayahnya yang ada bersamanya. Ayahnya berkata, ""Taatilah Abul Qasim."" Pemuda itu pun masuk Islam. Selanjutnya Nabi -ṣallallāhu 'alaihi wa sallam- keluar sambil bersabda, ""Segala puji bagi Allah yang telah menyelamatkannya dari neraka.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4457,hadith,عن زيد بن ثابت رضي الله عنه قال: تسحرنا مع النبي صلى الله عليه وسلم، ثم قام الى الصلاة، قلت: كم كان بين الاذان والسحور؟ قال: قدر خمسين اية.,"Zaid bin Ṡābit -raḍiyallāhu 'anhu- meriwayatkan, Kami makan sahur bersama Nabi ﷺ kemudian beliau berdiri mengerjakan salat. Anas berkata, ""Aku bertanya, 'Berapa jarak antara azan dan makan sahur?'"" Ia menjawab, ""Seukuran membaca lima puluh ayat.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
