ref,domain,ar,tgt,tgt_lang,license
hadith:nasai:3745,hadith,"اخبرنا محمد بن سلمة، والحارث بن مسكين، قراءة عليه وانا اسمع، عن ابن القاسم، عن مالك، عن ابن شهاب، عن ابي سلمة، عن جابر، ان رسول الله صلى الله عليه وسلم قال ‏ ""‏ ايما رجل اعمر عمرى له ولعقبه فانها للذي يعطاها لا ترجع الى الذي اعطاها لانه اعطى عطاء وقعت فيه المواريث ‏""‏ ‏.‏",جابر رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ”جس شخص کو کوئی چیز اس کی عمر بھر کے لیے اور اس کے بعد اس کے وارث کو دی گئی تو وہ چیز اسی کی ہو جائے گی جسے دی گئی ہے، دینے والے کو واپس نہ ہو گی کیونکہ اس نے ایسی چیز دی ہے جس میں وراثت کا قانون جاری ہو گا“۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:2920,hadith,"حدثنا حسين بن معاذ، حدثنا عبد الاعلى، حدثنا محمد، - يعني ابن اسحاق - عن يزيد بن عبد الله بن قسيط، عن ابي هريرة، عن النبي صلى الله عليه وسلم قال ‏ ""‏ اذا استهل المولود ورث ‏""‏ ‏.‏",ابوہریرہ رضی اللہ عنہ کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: جب بچہ آواز کرے تو وراثت کا حقدار ہو جائے گا ۱؎ ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:7353,hadith,حدثنا مسدد، حدثنا يحيى، عن ابن جريج، حدثني عطاء، عن عبيد بن عمير، قال استاذن ابو موسى على عمر فكانه وجده مشغولا فرجع، فقال عمر الم اسمع صوت عبد الله بن قيس، ائذنوا له‏.‏ فدعي له فقال ما حملك على ما صنعت فقال انا كنا نؤمر بهذا‏.‏ قال فاتني على هذا ببينة او لافعلن بك‏.‏ فانطلق الى مجلس من الانصار فقالوا لا يشهد الا اصاغرنا‏.‏ فقام ابو سعيد الخدري فقال قد كنا نؤمر بهذا‏.‏ فقال عمر خفي على هذا من امر النبي صلى الله عليه وسلم، الهاني الصفق بالاسواق‏.‏,ہم سے مسدد بن مسرہد نے بیان کیا، کہا ہم سے یحییٰ بن سعید قطان نے بیان کیا، ان سے ابن جریج نے، ان سے عطاء بن ابی رباح نے، ان سے عبید بن عمیر نے بیان کیا کہ ہم سے مسدد بن مسرہد نے بیان کیا، کہا ہم سے یحییٰ بن سعید قطان نے بیان کیا، ان سے ابن جریج نے، ان سے عطاء بن ابی رباح نے، ان سے عبید بن عمیر نے بیان کیا کہ,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:5768,hadith,"حدثنا علي، حدثنا مروان، اخبرنا هاشم، اخبرنا عامر بن سعد، عن ابيه  رضى الله عنه  قال قال النبي صلى الله عليه وسلم ‏""‏ من اصطبح كل يوم تمرات عجوة، لم يضره سم ولا سحر ذلك اليوم الى الليل ‏""‏‏.‏ وقال غيره ‏""‏ سبع تمرات ‏""‏‏.‏",ہم سے علی بن عبداللہ مدینی نے بیان کیا، کہا ہم سے مروان بن معاویہ فزاری نے بیان کیا، کہا ہم کو ہاشم بن ہاشم بن عقبہ نے خبر دی، کہا ہم کو عامر بن سعد نے خبر دی اور ان سے ان کے والد (سعد بن ابی وقاص رضی اللہ عنہ) نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ جو شخص روزانہ چند عجوہ کھجوریں کھا لیا کرے اسے اس دن رات تک زہر اور جادو نقصان نہیں پہنچا سکیں گے۔ علی بن عبداللہ مدینی کے سوا دوسرے راوی نے بیان کیا کہ سات کھجوریں کھا لیا کرے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:3555,hadith,"اخبرنا محمد بن المثنى، قال حدثنا محمد، قال حدثنا شعبة، عن قتادة، قال سمعت يونس بن جبير، قال سمعت ابن عمر، قال طلقت امراتي وهي حائض فاتى النبي صلى الله عليه وسلم عمر فذكر له ذلك فقال النبي صلى الله عليه وسلم ‏ ""‏ مره ان يراجعها فاذا طهرت - يعني - فان شاء فليطلقها ‏""‏ ‏.‏ قلت لابن عمر فاحتسبت منها فقال ما يمنعها ارايت ان عجز واستحمق ‏.‏",عبداللہ بن عمر رضی الله عنہما کہتے ہیں کہ میری بیوی حالت حیض میں تھی اسی دوران میں نے اسے طلاق دے دی، عمر رضی اللہ عنہ نے جا کر نبی اکرم صلی اللہ علیہ وسلم سے اس کا ذکر کیا تو نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ”اسے حکم دو کہ وہ رجوع کر لے، پھر جب وہ حالت طہر میں آ جائے تو اسے اختیار ہے، چاہے تو اسے طلاق دیدے“۔ یونس کہتے ہیں: میں نے ابن عمر رضی اللہ عنہما سے پوچھا: کیا آپ نے ( پہلی طلاق ) کو شمار و حساب میں رکھا ہے تو انہوں نے کہا: نہ رکھنے کی کوئی وجہ؟ تمہیں بتاؤ اگر کوئی عاجز ہو جائے یا حماقت کر بیٹھے ( تو کیا شمار نہ ہو گی؟ ) ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:2247,hadith,حدثنا احمد بن صالح، حدثنا ابن وهب، قال اخبرني يونس، عن ابن شهاب، عن سهل بن سعد الساعدي، قال حضرت لعانهما عند النبي صلى الله عليه وسلم وانا ابن خمس عشرة سنة ‏.‏ وساق الحديث قال فيه ثم خرجت حاملا فكان الولد يدعى الى امه ‏.‏,سہل بن سعد ساعدی رضی اللہ عنہ کہتے ہیں کہ میں ان دونوں کے لعان میں نبی اکرم صلی اللہ علیہ وسلم کے پاس موجود رہا اور میں پندرہ سال کا تھا، پھر انہوں نے پوری حدیث بیان کی لیکن اس میں اتنا اضافہ کیا کہ پھر وہ عورت حاملہ نکلی چنانچہ لڑکے کو اس کی ماں کی جانب منسوب کر کے پکارا جاتا تھا ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:2885,hadith,حدثنا ابو بكر بن ابي شيبة، وزهير بن حرب، واسحاق بن ابراهيم، قال اسحاق اخبرنا وقال الاخران، حدثنا سفيان بن عيينة، عن عمرو، عن طاوس، وعطاء، عن ابن، عباس - رضى الله عنهما - ان النبي صلى الله عليه وسلم احتجم وهو محرم ‏.‏,حضرت ابن عباس رضی اللہ تعالیٰ عنہ سے روا یت ہے کہ نبی صلی اللہ علیہ وسلم نے احرام کی حا لت میں سینگی لگوائی ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:5879,hadith,وحدثناه ابو كريب، حدثنا ابو معاوية، بهذا الاسناد ‏.‏,ابو کریب نے کہا : ہمیں ابو معاویہ نے اسی سند کے ساتھ ( یہی ) حدیث بیان کی ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:3260,hadith,"وحدثنا محمد بن رافع، حدثنا ابن ابي فديك، اخبرنا الضحاك، عن نافع، عن عبد الله بن عمر، عن النبي صلى الله عليه وسلم قال ‏ ""‏ لا يحل لامراة تؤمن بالله واليوم الاخر تسافر مسيرة ثلاث ليال الا ومعها ذو محرم ‏""‏ ‏.‏",ابن ‌عمر ‌رضی ‌اللہ ‌عنہ ‌سے ‌روایت ‌ہے ‌كہ ‌رسول ‌اللہ ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌نے ‌فرمایا ‌حلال ‌نہیں ‌كسی ‌عورت ‌كو ‌جو ‌ایمان ‌ركھتی ‌ہو ‌اللہ ‌پر ‌اور ‌پچھلے ‌دن ‌پر ‌كہ ‌سفر ‌كرے ‌تین ‌رات ‌كا ‌مگر ‌اس ‌كے ‌ساتھ ‌كو‎ئی ‌محرم ‌ہو ‌,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:759,hadith,"وحدثنا محمد بن رمح، اخبرنا الليث، ح وحدثنا قتيبة بن سعيد، حدثنا ليث، عن يزيد بن ابي حبيب، عن جعفر، عن عراك، عن عروة، عن عائشة، انها قالت ان ام حبيبة سالت رسول الله صلى الله عليه وسلم عن الدم فقالت عائشة رايت مركنها ملان دما فقال لها رسول الله صلى الله عليه وسلم ‏ ""‏ امكثي قدر ما كانت تحبسك حيضتك ثم اغتسلي وصلي ‏""‏ ‏.‏",یزید بن ابی حبیب نے جعفر سے ، انہوں نے عراک سے ، انہوں نے عروہ سے اور انہوں نے حضرت عائشہ ؓ سےروایت کی ، کہا : ام حبیبہ بنت جحش نے رسول اللہ ﷺ سے خون کے بارے میں سوال کیا ۔ حضرت عائشہؓ نے بتایا : میں نے اس کا ٹب خون سے بھرادیکھا تھا ۔ تو رسول اللہ ﷺنے اس سے فرمایا : ’’تمہیں پہلے جتنا وقت حیض ( نماز سے ) روکتا تھا اتنا عرصہ رکی رہو ، پھر نہالو اور نماز پڑھو ۔ ‘ ‘,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:1420,hadith,اخبرنا علي بن حجر، قال حدثنا شريك، عن زبيد، عن عبد الرحمن بن ابي ليلى، قال قال عمر صلاة الجمعة ركعتان وصلاة الفطر ركعتان وصلاة الاضحى ركعتان وصلاة السفر ركعتان تمام غير قصر على لسان محمد صلى الله عليه وسلم ‏.‏ قال ابو عبد الرحمن عبد الرحمن بن ابي ليلى لم يسمع من عمر ‏.‏,عبدالرحمٰن بن ابی لیلیٰ کہتے ہیں کہ عمر رضی اللہ عنہ نے کہا کہ جمعہ کی نماز، عید الفطر کی نماز، اور عید الاضحی کی نماز، اور سفر کی نماز، دو دو رکعتیں ہیں، اور یہ بزبان محمد صلی اللہ علیہ وسلم پوری ہیں، ان میں کوئی کمی نہیں ہے۔ ابوعبدالرحمٰن ( نسائی ) کہتے ہیں کہ عبدالرحمٰن بن ابی لیلیٰ نے عمر رضی اللہ عنہ سے نہیں سنا ہے ۱؎۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:1871,hadith,حدثنا محمد بن المثنى، حدثنا عبد الوهاب الثقفي، عن يونس بن عبيد، عن الحسن البصري، عن امه، عن عائشة، قالت كنا ننبذ لرسول الله صلى الله عليه وسلم في سقاء يوكا في اعلاه له عزلاء ننبذه غدوة ويشربه عشاء وننبذه عشاء ويشربه غدوة ‏.‏ قال وفي الباب عن جابر وابي سعيد وابن عباس ‏.‏ قال ابو عيسى هذا حديث حسن غريب لا نعرفه من حديث يونس بن عبيد الا من هذا الوجه وقد روي هذا الحديث من غير هذا الوجه عن عائشة ايضا ‏.‏,ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ ہم لوگ رسول اللہ صلی اللہ علیہ وسلم کے لیے مشک میں نبیذ بناتے تھے، اس کے اوپر کا منہ بند کر دیا جاتا تھا، اس کے نیچے ایک سوراخ ہوتا تھا، ہم صبح میں نبیذ کو بھگوتے تھے تو آپ شام کو پیتے تھے اور شام کو بھگوتے تھے تو آپ صبح کو پیتے تھے ۱؎۔ امام ترمذی کہتے ہیں: ۱- یہ حدیث غریب ہے، ہم اسے یونس بن عبید کی روایت سے صرف اسی سند سے جانتے ہیں، ۲- عائشہ رضی الله عنہا سے یہ حدیث دوسری سندوں سے بھی آئی ہے، ۳- اس باب میں جابر، ابوسعید اور ابن عباس رضی الله عنہم سے بھی احادیث آئی ہیں۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:3749,hadith,حدثنا علي بن محمد، حدثنا وكيع، ح وحدثنا ابو بكر بن ابي شيبة، حدثنا عفان، قالا حدثنا حماد بن سلمة، انبانا عبد الله بن شداد، عن ابي عذرة، - قال وكان قد ادرك النبي  صلى الله عليه وسلم  - عن عائشة ان النبي  صلى الله عليه وسلم  نهى الرجال والنساء من الحمامات ثم رخص للرجال ان يدخلوها في الميازر ولم يرخص للنساء ‏.‏,ام المؤمنین عائشہ رضی اللہ عنہا سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے ( پہلے ) مردوں اور عورتوں دونوں کو حمام میں جانے سے منع کیا تھا، پھر مردوں کو تہبند پہن کر جانے کی اجازت دی، اور عورتوں کو اجازت نہیں دی ۱؎۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:2,hadith,حدثنا مسدد بن مسرهد، حدثنا عيسى بن يونس، اخبرنا اسماعيل بن عبد الملك، عن ابي الزبير، عن جابر بن عبد الله، ان النبي صلى الله عليه وسلم كان اذا اراد البراز انطلق حتى لا يراه احد ‏.‏,جابر بن عبداللہ رضی اللہ عنہما کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم جب قضائے حاجت ( پیشاب و پاخانہ ) کا ارادہ کرتے تو ( اتنی دور ) جاتے کہ کوئی آپ صلی اللہ علیہ وسلم کو دیکھ نہ پاتا تھا۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:2338,hadith,"حدثنا احمد بن المقدام، حدثنا فضيل بن سليمان، حدثنا موسى، اخبرنا نافع، عن ابن عمر  رضى الله عنهما  قال كان رسول الله صلى الله عليه وسلم‏.‏ وقال عبد الرزاق اخبرنا ابن جريج قال حدثني موسى بن عقبة عن نافع عن ابن عمر ان عمر بن الخطاب  رضى الله عنهما  اجلى اليهود والنصارى من ارض الحجاز، وكان رسول الله صلى الله عليه وسلم لما ظهر على خيبر اراد اخراج اليهود منها، وكانت الارض حين ظهر عليها لله ولرسوله صلى الله عليه وسلم وللمسلمين، واراد اخراج اليهود، منها فسالت اليهود رسول الله صلى الله عليه وسلم ليقرهم بها ان يكفوا عملها ولهم نصف الثمر، فقال لهم رسول الله صلى الله عليه وسلم ‏ ""‏ نقركم بها على ذلك ما شئنا ‏""‏‏.‏ فقروا بها حتى اجلاهم عمر الى تيماء واريحاء‏.‏",ہم سے احمد بن مقدام نے بیان کیا، انہوں نے کہا کہ ہم سے فضیل بن سلیمان نے بیان کیا، ان سے موسیٰ بن عقبہ نے بیان کیا کہ انہیں نافع نے خبر دی، اور ان سے عبداللہ بن عمر رضی اللہ عنہما نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے ( جب خیبر پر ) فتح حاصل کی تھی ( دوسری سند ) اور عبدالرزاق نے کہا کہ ہم کو ابن جریج نے خبر دی، کہا کہ مجھ سے موسیٰ بن عقبہ نے بیان کیا، ان سے نافع نے، ان سے ابن عمر رضی اللہ عنہما نے کہ عمر بن خطاب رضی اللہ عنہ نے یہودیوں اور عیسائیوں کو سر زمین حجاز سے نکال دیا تھا اور جب نبی کریم صلی اللہ علیہ وسلم نے خیبر پر فتح پائی تو آپ نے بھی یہودیوں کو وہاں سے نکالنا چاہا تھا۔ جب آپ کو وہاں فتح حاصل ہوئی تو اس کی زمین اللہ اور اس کے رسول صلی اللہ علیہ وسلم اور مسلمانوں کی ہو گئی تھی۔ آپ کا ارادہ یہودیوں کو وہاں سے باہر کرنے کا تھا، لیکن یہودیوں نے رسول اللہ صلی اللہ علیہ وسلم سے درخواست کی کہ آپ ہمیں یہیں رہنے دیں۔ ہم ( خیبر کی اراضی کا ) سارا کام خود کریں گے اور اس کی پیداوار کا نصف حصہ لے لیں گے۔ اس پر رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ اچھا جب تک ہم چاہیں تمہیں اس شرط پر یہاں رہنے دیں گے۔ چنانچہ وہ لوگ وہیں رہے اور پھر عمر رضی اللہ عنہ نے انہیں تیماء اور اریحاء کی طرف جلا وطن کر دیا۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
