ref,domain,ar,tgt,tgt_lang,license
hadith:muslim:5354,hadith,"حدثنا نصر بن علي الجهضمي، حدثني ابي، حدثنا المثنى بن سعيد، عن طلحة، بن نافع حدثنا جابر بن عبد الله، ان رسول الله صلى الله عليه وسلم اخذ بيده الى منزله ‏.‏ بمثل حديث ابن علية الى قوله ‏ ""‏ فنعم الادم الخل ‏""‏ ‏.‏ ولم يذكر ما بعده ‏.‏","This hadith is reported on the authority of Jabir b. 'Abdullah that Allah's Messenger (ﷺ) took hold of his hand and led him to his residence as narrated above up to the words:"" Vinegar is a good condiment."" But in the hadith transmitted through this chain of transmitters, there is no mention of the subsequent part",en,"Unlicense (aggregator); translator=Abdul Hamid Siddiqui; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:3962,hadith,"حدثنا احمد بن يونس، حدثنا زهير، حدثنا سليمان التيمي، ان انسا، حدثهم قال قال النبي صلى الله عليه وسلم ح وحدثني عمرو بن خالد حدثنا زهير عن سليمان التيمي عن انس  رضى الله عنه  قال قال النبي صلى الله عليه وسلم ‏ ""‏ من ينظر ما صنع ابو جهل ‏""‏ فانطلق ابن مسعود، فوجده قد ضربه ابنا عفراء حتى برد قال اانت ابو جهل قال فاخذ بلحيته‏.‏ قال وهل فوق رجل قتلتموه او رجل قتله قومه? قال احمد بن يونس انت ابو جهل‏?","Narrated Anas:The Prophet (ﷺ) said, ""Who will go and see what has happened to Abu Jahl?"" Ibn Mas`ud went and found that the two sons of 'Afra had struck him fatally (and he was in his last breaths). `Abdullah bin Mas`ud said, ""Are you Abu Jahl?"" And took him by the beard. Abu Jahl said, ""Can there be a man superior to one you have killed or one whom his own folk have killed?",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:5102,hadith,"حدثنا ابو الوليد، حدثنا شعبة، عن الاشعث، عن ابيه، عن مسروق، عن عائشة  رضى الله عنها  ان النبي صلى الله عليه وسلم دخل عليها وعندها رجل، فكانه تغير وجهه، كانه كره ذلك فقالت انه اخي‏.‏ فقال ‏ ""‏ انظرن ما اخوانكن، فانما الرضاعة من المجاعة ‏""‏‏.‏","Narrated `Aisha:that the Prophet (ﷺ) entered upon her while a man was sitting with her. Signs of answer seemed to appear on his face as if he disliked that. She said, ""Here is my (foster) brother."" He said, ""Be sure as to who is your foster brother, for foster suckling relationship is established only when milk is the only food of the child",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:7431,hadith,"حدثنا عبد الاعلى بن حماد، حدثنا يزيد بن زريع، حدثنا سعيد، عن قتادة، عن ابي العالية، عن ابن عباس، ان نبي الله صلى الله عليه وسلم كان يدعو بهن عند الكرب ‏ ""‏ لا اله الا الله العظيم الحليم، لا اله الا الله رب العرش العظيم، لا اله الا الله رب السموات ورب العرش الكريم ‏""‏‏.‏","Narrated Ibn `Abbas:Allah's Messenger (ﷺ) used to say at the time of difficulty, ""None has the right to be worshipped but Allah, the Majestic, the Most Forbearing. None has the right to be worshipped but Allah, the Lord of the Tremendous Throne. None has the right to be worshipped but Allah, the Lord of the Heavens and the Lord of the Honourable Throne. (See Hadith No. 357, Vol)",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:1008,hadith,وحدثنيه علي بن حجر السعدي، حدثنا اسماعيل بن ابراهيم، عن داود، بهذا الاسناد الى قوله واثار نيرانهم ‏.‏ قال الشعبي وسالوه الزاد وكانوا من جن الجزيرة ‏.‏ الى اخر الحديث من قول الشعبي مفصلا من حديث عبد الله ‏.‏,"This hadith has been reported by Dawud with the same chain of transmitters up to the word (s):"" The traces of their embers."" Sha'bi said: They (the Jinn) asked about their provision, and they were the Jinn of al-jazira, up to the end of the hadith, and the words of Sha'bi have been directly transmitted from the hadith of Abdullah",en,"Unlicense (aggregator); translator=Abdul Hamid Siddiqui; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:5842,hadith,حدثنا ابو بكر بن ابي شيبة، وعمرو الناقد، واسحاق بن ابراهيم، وابن ابي عمر، قال اسحاق اخبرنا وقال الاخرون، حدثنا سفيان بن عيينة، عن عبد الحميد بن جبير، بن شيبة عن سعيد بن المسيب، عن ام شريك، ان النبي صلى الله عليه وسلم امرها بقتل الاوزاغ ‏.‏ وفي حديث ابن ابي شيبة امر ‏.‏,Umm Sharik reported that Allah's Messenger (ﷺ) commanded her to kill geckos. This hadith has been transmitted on the authority of Ibn Abi Shaiba with a slight variation of wording,en,"Unlicense (aggregator); translator=Abdul Hamid Siddiqui; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:5050,hadith,"اخبرني عمران بن يزيد، قال حدثنا عبد الرحمن بن محمد بن ابي الرجال، عن عمر بن نافع، عن ابيه، عن عبد الله بن عمر، عن النبي صلى الله عليه وسلم قال ‏ ""‏ نهاني الله عز وجل عن القزع ‏""‏ ‏.‏","It was narrated from 'Abdullah bin 'Umar that :The Prophet [SAW] said: ""Allah, the Mighty and Sublime, has forbidden me from Al-Qaza' (to shave part of the head and leave part)",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:165,hadith,"اخبرنا هناد، عن ملازم، قال حدثنا عبد الله بن بدر، عن قيس بن طلق بن علي، عن ابيه، قال خرجنا وفدا حتى قدمنا على رسول الله صلى الله عليه وسلم فبايعناه وصلينا معه فلما قضى الصلاة جاء رجل كانه بدوي فقال يا رسول الله ما ترى في رجل مس ذكره في الصلاة قال ‏ ""‏ وهل هو الا مضغة منك او بضعة منك ‏""‏ ‏.‏","It was narrated that Talq bin 'Ali said:""We went out as a delegation and when we arrived with the Messenger of Allah (ﷺ) he accepted our oath of allegiance and we prayed with him. When he had finished the prayer, a man who looked like a Bedouin came to him and said: 'O Messenger of Allah, what do you think about a man who touched his penis during the Salah?' He said: 'It is just a part of you,' or 'a piece of you",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:2941,hadith,"حدثنا احمد بن صالح، حدثنا ابن وهب، حدثني مالك، عن ابن شهاب، عن عروة، ان عائشة، رضى الله عنها اخبرته عن بيعة، رسول الله صلى الله عليه وسلم النساء قالت ما مس رسول الله صلى الله عليه وسلم يد امراة قط الا ان ياخذ عليها فاذا اخذ عليها فاعطته قال ‏ ""‏ اذهبي فقد بايعتك ‏""‏ ‏.‏","Narrated 'Aishah:The Messenger of Allah (ﷺ) never touched the hand of woman, but he received the oath of allegiance from her. When he received the oath of allegiance from her, she gave it to him, and he said: Go, I have received your oath of allegiance",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:6210,hadith,"حدثنا سليمان بن حرب، حدثنا حماد، عن ثابت، عن انس، وايوب، عن ابي قلابة، عن انس  رضى الله عنه  ان النبي صلى الله عليه وسلم كان في سفر، وكان غلام يحدو بهن يقال له انجشة، فقال النبي صلى الله عليه وسلم ‏ ""‏ رويدك يا انجشة، سوقك بالقوارير ‏""‏‏.‏ قال ابو قلابة يعني النساء‏.‏","Narrated Anas:The Prophet (ﷺ) was on a journey and a slave named Anjasha was chanting (singing) for the camels to let them go fast (while driving). The Prophet (ﷺ) said, ""O Anjasha, drive slowly (the camels) with the glass vessels!"" Abu Qilaba said, ""By the glass vessels' he meant the women (riding the camels)",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:malik:1711,hadith,"وحدثني يحيى، عن مالك، عن محمد بن ابي امامة بن سهل بن حنيف، انه سمع اباه، يقول اغتسل ابي سهل بن حنيف بالخرار فنزع جبة كانت عليه وعامر بن ربيعة ينظر قال وكان سهل رجلا ابيض حسن الجلد - قال - فقال له عامر بن ربيعة ما رايت كاليوم ولا جلد عذراء ‏.‏ قال فوعك سهل مكانه واشتد وعكه فاتي رسول الله صلى الله عليه وسلم فاخبر ان سهلا وعك وانه غير رائح معك يا رسول الله فاتاه رسول الله صلى الله عليه وسلم فاخبره سهل بالذي كان من شان عامر فقال رسول الله صلى الله عليه وسلم ‏ ""‏ علام يقتل احدكم اخاه الا بركت ان العين حق توضا له ‏""‏ ‏.‏ فتوضا له عامر فراح سهل مع رسول الله صلى الله عليه وسلم ليس به باس ‏.‏","Yahya related to me from Malik that Muhammad ibn Abi Umama ibn Sahl ibn Hunayf heard his father say, ""My father, Sahl ibn Hunayf did a ghusl at al-Kharrar. He removed the jubbah he had on while Amir ibn Rabia was watching, and Sahl was a man with beautiful white skin. Amir said to him, 'I have never seen anything like what I have seen today, not even the skin of a virgin.' Sahl fell ill on the spot, and his condition grew worse. Somebody went to the Messenger of Allah, may Allah bless him and grant him peace, and told him that Sahl was ill, and could not go with him. The Messenger of Allah, may Allah bless him and grant him peace, came to him, and Sahl told him what had happened with Amir. The Messenger of Allah, may Allah bless him and grant him peace, said, 'Why does one of you kill his brother? Why did you not say, ""May Allah bless you?"" (ta baraka-llah) The evil eye is true. Do wudu from it.' Amir did wudu from it and Sahl went with the Messenger of Allah, may Allah bless him and grant him peace, and there was nothing wrong with him",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:1307,hadith,"حدثنا علي بن عبد الله، حدثنا سفيان، حدثنا الزهري، عن سالم، عن ابيه، عن عامر بن ربيعة، عن النبي صلى الله عليه وسلم قال ‏""‏ اذا رايتم الجنازة فقوموا حتى تخلفكم ‏""‏‏.‏ قال سفيان قال الزهري اخبرني سالم عن ابيه قال اخبرنا عامر بن ربيعة عن النبي صلى الله عليه وسلم‏.‏ زاد الحميدي ‏""‏ حتى تخلفكم او توضع ‏""‏‏.‏","Narrated 'Amir bin Rabi`a:The Prophet (ﷺ) said, ""Whenever you see a funeral procession, stand up till the procession goes ahead of you."" Al-Humaidi added, ""Till the coffin leaves you behind or is put down",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:400,hadith,حدثنا علي بن حجر، حدثنا اسماعيل بن ابراهيم، عن سعيد بن يزيد ابي مسلمة، قال قلت لانس بن مالك اكان رسول الله صلى الله عليه وسلم يصلي في نعليه قال نعم ‏.‏ قال وفي الباب عن عبد الله بن مسعود وعبد الله بن ابي حبيبة وعبد الله بن عمرو وعمرو بن حريث وشداد بن اوس واوس الثقفي وابي هريرة وعطاء رجل من بني شيبة ‏.‏ قال ابو عيسى حديث انس حديث حسن صحيح ‏.‏ والعمل على هذا عند اهل العلم ‏.‏,"Sa'eed bin Yazid Abu Maslamah said:""I said to Anas bin Malik: 'Would Allah's Messenger (S) perform Salat wearing his sandals?' He said: 'Yes",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:7017,hadith,"حدثنا عبد الله بن صباح، حدثنا معتمر، سمعت عوفا، حدثنا محمد بن سيرين، انه سمع ابا هريرة، يقول قال رسول الله صلى الله عليه وسلم ‏ ""‏ اذا اقترب الزمان لم تكد تكذب رؤيا المؤمن، ورؤيا المؤمن جزء من ستة واربعين جزءا من النبوة‏.‏ ‏""‏ قال محمد وانا اقول هذه قال وكان يقال الرؤيا ثلاث حديث النفس، وتخويف الشيطان، وبشرى من الله، فمن راى شيئا يكرهه فلا يقصه على احد، وليقم فليصل‏.‏ قال وكان يكره الغل في النوم، وكان يعجبهم القيد، ويقال القيد ثبات في الدين‏.‏ وروى قتادة ويونس وهشام وابو هلال عن ابن سيرين عن ابي هريرة عن النبي صلى الله عليه وسلم وادرجه بعضهم كله في الحديث، وحديث عوف ابين‏.‏ وقال يونس لا احسبه الا عن النبي صلى الله عليه وسلم في القيد‏.‏ قال ابو عبد الله لا تكون الاغلال الا في الاعناق‏.‏","Narrated Abu Huraira:Allah's Messenger (ﷺ) said, ""When the Day of Resurrection approaches, the dreams of a believer will hardly fail to come true, and a dream of a believer is one of forty-six parts of prophetism, and whatever belongs to prothetism can never be false."" Muhammad bin Seereen said, ""But I say this."" He said, ""It used to be said, 'There are three types of dreams: The reflection of one's thoughts and experiences one has during wakefulness, what is suggested by Satan to frighten the dreamer, or glad tidings from Allah. So, if someone has a dream which he dislikes, he should not tell it to others, but get up and offer a prayer."" He added, ""He (Abu Huraira) hated to see a Ghul (i.e., iron collar around his neck in a dream) and people liked to see fetters (on their feet in a dream). The fetters on the feet symbolizes one's constant and firm adherence to religion."" And Abu `Abdullah said, ""Ghuls (iron collars) are used only for necks",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:2217,hadith,"حدثنا ابو اليمان، اخبرنا شعيب، حدثنا ابو الزناد، عن الاعرج، عن ابي هريرة  رضى الله عنه  قال قال النبي صلى الله عليه وسلم ‏ ""‏ هاجر ابراهيم  عليه السلام  بسارة، فدخل بها قرية فيها ملك من الملوك، او جبار من الجبابرة، فقيل دخل ابراهيم بامراة، هي من احسن النساء‏.‏ فارسل اليه ان يا ابراهيم، من هذه التي معك قال اختي‏.‏ ثم رجع اليها، فقال لا تكذبي حديثي فاني اخبرتهم انك اختي، والله ان على الارض مؤمن غيري وغيرك‏.‏ فارسل بها اليه، فقام اليها، فقامت توضا وتصلي فقالت اللهم ان كنت امنت بك وبرسولك واحصنت فرجي، الا على زوجي فلا تسلط على الكافر‏.‏ فغط حتى ركض برجله ‏""‏‏.‏ قال الاعرج قال ابو سلمة بن عبد الرحمن ان ابا هريرة قال قالت اللهم ان يمت يقال هي قتلته‏.‏ فارسل ثم قام اليها، فقامت توضا تصلي، وتقول اللهم ان كنت امنت بك وبرسولك، واحصنت فرجي، الا على زوجي، فلا تسلط على هذا الكافر، فغط حتى ركض برجله‏.‏ قال عبد الرحمن قال ابو سلمة قال ابو هريرة فقالت اللهم ان يمت فيقال هي قتلته، فارسل في الثانية، او في الثالثة، فقال والله ما ارسلتم الى الا شيطانا، ارجعوها الى ابراهيم، واعطوها اجر‏.‏ فرجعت الى ابراهيم  عليه السلام  فقالت اشعرت ان الله كبت الكافر واخدم وليدة‏.‏","Narrated Abu Huraira:The Prophet (ﷺ) said, ""The Prophet Abraham (ﷺ) emigrated with Sarah and entered a village where there was a king or a tyrant. (The king) was told that Abraham had entered (the village) accompanied by a woman who was one of the most charming women. So, the king sent for Abraham and asked, 'O Abraham! Who is this lady accompanying you?' Abraham replied, 'She is my sister (i.e. in religion).' Then Abraham returned to her and said, 'Do not contradict my statement, for I have informed them that you are my sister. By Allah, there are no true believers on this land except you and I.' Then Abraham sent her to the king. When the king got to her, she got up and performed ablution, prayed and said, 'O Allah! If I have believed in You and Your Apostle, and have saved my private parts from everybody except my husband, then please do not let this pagan overpower me.' On that the king fell in a mood of agitation and started moving his legs. Seeing the condition of the king, Sarah said, 'O Allah! If he should die, the people will say that I have killed him.' The king regained his power, and proceeded towards her but she got up again and performed ablution, prayed and said, 'O Allah! If I have believed in You and Your Apostle and have kept my private parts safe from all except my husband, then please do not let this pagan overpower me.' The king again fell in a mood of agitation and started moving his legs. On seeing that state of the king, Sarah said, 'O Allah! If he should die, the people will say that I have killed him.' The king got either two or three attacks, and after recovering from the last attack he said, 'By Allah! You have sent a satan to me. Take her to Abraham and give her Ajar.' So she came back to Abraham and said, 'Allah humiliated the pagan and gave us a slave-girl for service",en,"Unlicense (aggregator); translator=Muhsin Khan; original translator copyright not independently confirmed, see PLAN.md"
hadith:malik:157,hadith,وحدثني عن مالك، عن نافع، ان عبد الله بن عمر، كان لا يزيد على الاقامة في السفر الا في الصبح فانه كان ينادي فيها ويقيم وكان يقول انما الاذان للامام الذي يجتمع الناس اليه ‏.‏,"Yahya related to me from Malik from Nafi that on a journey Abdullah ibn Umar did no more than the iqama, except for subh, when he called both the adhan and the iqama. Abdullah ibn Umar used to say, ""The adhan is for an imam whom people join",en,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
